"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45"
"1",0.346666666666667,0.28,0.266666666666667,0.36,0.24,0.306666666666667,0.253333333333333,0.293333333333333,0.293333333333333,0.293333333333333,0.266666666666667,0.293333333333333,0.346666666666667,0.333333333333333,0.293333333333333,0.333333333333333,0.306666666666667,0.293333333333333,0.346666666666667,0.28,0.293333333333333,0.333333333333333,0.253333333333333,0.293333333333333,0.293333333333333,0.253333333333333,0.266666666666667,0.266666666666667,0.346666666666667,0.28,0.213333333333333,0.32,0.306666666666667,0.293333333333333,0.186666666666667,0.293333333333333,0.346666666666667,0.306666666666667,0.36,0.266666666666667,0.24,0.346666666666667,0.373333333333333,0.293333333333333,0.32
"2",0.266666666666667,0.2,0.2,0.2,0.16,0.226666666666667,0.253333333333333,0.24,0.226666666666667,0.213333333333333,0.2,0.2,0.266666666666667,0.24,0.226666666666667,0.28,0.173333333333333,0.173333333333333,0.24,0.213333333333333,0.24,0.186666666666667,0.173333333333333,0.213333333333333,0.213333333333333,0.2,0.16,0.266666666666667,0.2,0.2,0.266666666666667,0.2,0.266666666666667,0.226666666666667,0.226666666666667,0.24,0.226666666666667,0.226666666666667,0.186666666666667,0.226666666666667,0.226666666666667,0.226666666666667,0.173333333333333,0.213333333333333,0.226666666666667
"3",0.2,0.146666666666667,0.173333333333333,0.16,0.16,0.213333333333333,0.213333333333333,0.173333333333333,0.173333333333333,0.2,0.2,0.16,0.173333333333333,0.2,0.16,0.173333333333333,0.146666666666667,0.16,0.226666666666667,0.186666666666667,0.16,0.2,0.133333333333333,0.186666666666667,0.173333333333333,0.186666666666667,0.12,0.2,0.213333333333333,0.146666666666667,0.173333333333333,0.146666666666667,0.106666666666667,0.16,0.226666666666667,0.2,0.2,0.133333333333333,0.146666666666667,0.16,0.16,0.146666666666667,0.173333333333333,0.146666666666667,0.2
"4",0.12,0.12,0.146666666666667,0.12,0.12,0.12,0.0933333333333334,0.173333333333333,0.146666666666667,0.0933333333333334,0.186666666666667,0.146666666666667,0.16,0.146666666666667,0.146666666666667,0.133333333333333,0.12,0.146666666666667,0.16,0.0933333333333334,0.0933333333333334,0.173333333333333,0.12,0.16,0.12,0.12,0.133333333333333,0.16,0.12,0.133333333333333,0.2,0.08,0.106666666666667,0.173333333333333,0.146666666666667,0.173333333333333,0.133333333333333,0.12,0.2,0.106666666666667,0.2,0.146666666666667,0.2,0.16,0.146666666666667
"5",0.0933333333333334,0.133333333333333,0.12,0.12,0.08,0.0933333333333334,0.12,0.173333333333333,0.12,0.12,0.106666666666667,0.106666666666667,0.133333333333333,0.16,0.0933333333333334,0.106666666666667,0.0933333333333334,0.106666666666667,0.08,0.0933333333333334,0.0666666666666667,0.146666666666667,0.106666666666667,0.08,0.0933333333333334,0.12,0.12,0.0933333333333334,0.0933333333333334,0.0933333333333334,0.133333333333333,0.08,0.0933333333333334,0.106666666666667,0.0933333333333334,0.106666666666667,0.0933333333333334,0.0933333333333334,0.12,0.133333333333333,0.2,0.12,0.106666666666667,0.2,0.133333333333333
"6",0.08,0.08,0.106666666666667,0.0666666666666667,0.106666666666667,0.106666666666667,0.146666666666667,0.106666666666667,0.12,0.04,0.106666666666667,0.0666666666666667,0.08,0.146666666666667,0.0666666666666667,0.08,0.04,0.106666666666667,0.08,0.0666666666666667,0.133333333333333,0.12,0.08,0.106666666666667,0.0933333333333334,0.12,0.12,0.12,0.0933333333333334,0.106666666666667,0.106666666666667,0.0666666666666667,0.12,0.0533333333333333,0.0533333333333333,0.0933333333333334,0.0666666666666667,0.0933333333333334,0.08,0.08,0.12,0.0533333333333333,0.12,0.0933333333333334,0.08
"7",0.133333333333333,0.0933333333333334,0.0666666666666667,0.0533333333333333,0.0666666666666667,0.08,0.0666666666666667,0.08,0.0666666666666667,0.08,0.08,0.0533333333333333,0.08,0.106666666666667,0.0933333333333334,0.08,0.106666666666667,0.0533333333333333,0.0666666666666667,0.0533333333333333,0.106666666666667,0.04,0.08,0.0533333333333333,0.0933333333333334,0.0533333333333333,0.04,0.08,0.08,0.133333333333333,0.12,0.0666666666666667,0.0933333333333334,0.0533333333333333,0.0666666666666667,0.0933333333333334,0.106666666666667,0.08,0.08,0.08,0.0666666666666667,0.08,0.08,0.0933333333333334,0.08
"8",0.0666666666666667,0.08,0.0666666666666667,0.0266666666666666,0.0933333333333334,0.0533333333333333,0.0666666666666667,0.0933333333333334,0.04,0.106666666666667,0.0533333333333333,0.0666666666666667,0.0666666666666667,0.08,0.04,0.0533333333333333,0.08,0.0666666666666667,0.08,0.0933333333333334,0.04,0.0533333333333333,0.08,0.0666666666666667,0.0533333333333333,0.08,0.0533333333333333,0.106666666666667,0.04,0.08,0.08,0.08,0.0933333333333334,0.0266666666666666,0.08,0.04,0.0666666666666667,0.0266666666666666,0.0666666666666667,0.0666666666666667,0.08,0.08,0.0933333333333334,0.08,0.0933333333333334
"9",0.0933333333333334,0.08,0.0533333333333333,0.0666666666666667,0.0533333333333333,0.04,0.08,0.0533333333333333,0.08,0.0666666666666667,0.0666666666666667,0.12,0.0933333333333334,0.0666666666666667,0.08,0.0533333333333333,0.08,0.08,0.0666666666666667,0.08,0.0933333333333334,0.04,0.04,0.0533333333333333,0.0533333333333333,0.0533333333333333,0.0533333333333333,0.08,0.08,0.04,0.08,0.0266666666666666,0.08,0.08,0.0266666666666666,0.04,0.0533333333333333,0.0666666666666667,0.0533333333333333,0.04,0.0933333333333334,0.0666666666666667,0.04,0.0933333333333334,0.0533333333333333
"10",0.0266666666666666,0.0133333333333333,0.04,0.0533333333333333,0.0666666666666667,0.04,0.04,0.0666666666666667,0.0666666666666667,0.08,0.0266666666666666,0.04,0.0266666666666666,0.0666666666666667,0.0266666666666666,0.04,0.0533333333333333,0.0533333333333333,0.04,0.08,0.0533333333333333,0.04,0.04,0.0666666666666667,0.0133333333333333,0.0533333333333333,0.0533333333333333,0.0533333333333333,0.0666666666666667,0.0533333333333333,0.0533333333333333,0.04,0.04,0.0533333333333333,0.0533333333333333,0.08,0.0533333333333333,0.04,0.0266666666666666,0.0533333333333333,0.0266666666666666,0.04,0.04,0.0266666666666666,0.08
"11",0.0533333333333333,0.0266666666666666,0.04,0.04,0.0533333333333333,0.0533333333333333,0.0133333333333333,0.0266666666666666,0.0533333333333333,0.0533333333333333,0.0266666666666666,0.0533333333333333,0.04,0.04,0.0133333333333333,0.0133333333333333,0.0533333333333333,0.0266666666666666,0.0266666666666666,0.0533333333333333,0.04,0.0666666666666667,0.0533333333333333,0.0533333333333333,0.0533333333333333,0.0533333333333333,0.0266666666666666,0.08,0.0533333333333333,0.0666666666666667,0.0533333333333333,0.04,0.04,0.04,0.0933333333333334,0.0533333333333333,0.0533333333333333,0.0533333333333333,0.04,0.0266666666666666,0.04,0.0666666666666667,0.04,0.04,0.0533333333333333
"12",0.0133333333333333,0.0533333333333333,0.0266666666666666,0.04,0.0133333333333333,0.0266666666666666,0.0666666666666667,0.0533333333333333,0.0533333333333333,0.04,0.0266666666666666,0.04,0.04,0.0533333333333333,0.04,0.0266666666666666,0.0533333333333333,0.0133333333333333,0.04,0.0266666666666666,0.0266666666666666,0.04,0.0533333333333333,0.0533333333333333,0.0666666666666667,0.0266666666666666,0.0266666666666666,0.04,0.0266666666666666,0.0133333333333333,0.0266666666666666,0.0533333333333333,0.0266666666666666,0.0133333333333333,0.04,0.0533333333333333,0.0266666666666666,0.0666666666666667,0.0533333333333333,0.04,0.04,0.0533333333333333,0.0133333333333333,0.0666666666666667,0.0266666666666666
"13",0.0133333333333333,0.04,0.0533333333333333,0.04,0.04,0.04,0.0133333333333333,0.04,0.04,0.0933333333333334,0.0266666666666666,0.0133333333333333,0.04,0.0266666666666666,0.04,0.0533333333333333,0.0133333333333333,0.0266666666666666,0.04,0.04,0.04,0.0266666666666666,0.0666666666666667,0.0266666666666666,0.0266666666666666,0.04,0.0266666666666666,0.04,0.0133333333333333,0.0266666666666666,0.0266666666666666,0.0266666666666666,0.0266666666666666,0.04,0.0533333333333333,0.04,0.0266666666666666,0.0266666666666666,0.0266666666666666,0.0133333333333333,0.04,0.0266666666666666,0.04,0.0133333333333333,0.04
